,,"Data input for Windmaster project: current situation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eur_B","AirproductsH2gridconnectionGunvor_EurB","AirproductsH2_2","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",71423.145,438461.497,"Connection_H2gridAirproducts","Airproducts","H2","48",0.00,0.00,0.00,0.00,1.00,0.00,0.59,0.00,"Airproductsgrid2","AirproductsH2_2d7InternalH2","UNDEF",,,,0,0,0,0,0,0,,
"Bot_A","AirproductsH2gridnode_BotA","AirproductsH2_3","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",78361.651,431887.472,"Gridnode_AirproductsH2","Airproducts","H2","100",0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,"Airproductsgrid2","Airproductsgrid3","UNDEF",,,,0,0,0,0,0,0,,
"Eur_B","AirliquideH2gridenodeEuropoort","AirliquideH2_3","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",71279.228,438639.694,"Gridnode_AirliquideH2","Airliquide","H2","1000",0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,"Airliquidegrid2","Airliquidegrid3","UNDEF",,,,0,0,0,0,0,0,,
"Eur_C","Alco_Energy_EurC","D8","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",3,71942.824,438353.218,"Demand_Alco_Energy_EurC","Alco Energy","Electricity:Steam","10:74",0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,"StedinEurd8InternalElectricity:c23d8InternalSteam","NULL","UNDEF",,,,0,0,0,0,0,0,,
"Eur_C","Caldic_EurC","D9","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",3,72117.449,438826.294,"Demand_Caldic_EurC","Caldic","Electricity:Steam","10:7",0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,"StedinEurd9InternalElectricity:c24d9InternalSteam","NULL","UNDEF",,,,0,0,0,0,0,0,,
"Eur_C","Exxonmobil_EurC","D10","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",3,72428.6,438486.568,"Demand_Exxonmobil_EurC","Exxonmobil","Electricity:Steam","10:26",0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,"StedinEurd10InternalElectricity:c25d10InternalSteam","NULL","UNDEF",,,,0,0,0,0,0,0,,
"Eur_C","Koch_EurC","D11","existing","UNDEF","UNDEF","UNDEF","UNDEF","2025:2035",3,74679.679,436549.814,"Demand_Koch_EurC","Koch","Electricity:Htheat:Steam","20:15:19",0.00,0.00,0.00,0.00,0.00,0.00,0.62,0.00,"StedinEurd11InternalElectricity:c26d11InternalHtheat:c27d11InternalSteam","NULL","UNDEF",,,,0,0,0,0,0,0,,
"Eur_C","Alco_Energy_EurC","C23","existing","UNDEF","UNDEF","UNDEF","UNDEF","2019:2040",2,71942.824,438353.218,"Natgas_cogen","Alco Energy","Natgas","150",0.31,0.49,0.00,0.00,0.00,0.00,0.50,56.60,"GTS2cc23internalGas","c23StedinEurInternalElectricity:c23d8InternalElectricity:c23d8InternalSteam","UNDEF","Cogen","ChangecurrentH2demandc","GTS2c",0,0,0,0,0,0,,
"Eur_C","Caldic_EurC","C24","existing","UNDEF","UNDEF","UNDEF","UNDEF","2019:2030",1,72117.449,438826.294,"Natgas_boiler","Caldic","Natgas","9",0.00,0.85,0.00,0.00,0.00,0.00,0.91,56.60,"GTS2cc24internalGas","c24d9InternalSteam","UNDEF","Boiler","ChangecurrentH2demandc","GTS2c",0,0,0,0,0,0,,
"Eur_C","Exxonmobil_EurC","C25","existing","UNDEF","UNDEF","UNDEF","UNDEF","2019:2030",1,72428.6,438486.568,"Natgas_boiler","Exxonmobil","Natgas","31",0.00,0.85,0.00,0.00,0.00,0.00,0.91,56.60,"GTS2cc25internalGas","c25d10InternalSteam","UNDEF","Boiler","ChangecurrentH2demandc","GTS2c",0,0,0,0,0,0,,
"Eur_C","Koch_EurC","C26","existing","UNDEF","UNDEF","UNDEF","UNDEF","2025:2035",2,74679.679,436549.814,"Natgas_furnace","Koch","Natgas","31",0.00,0.80,0.00,0.00,0.00,0.00,0.62,56.60,"GTS2cc26internalGas","c26d11InternalHtheat","UNDEF","Furnace","ChangecurrentH2demandc","GTS2c",0,0,0,0,0,0,,
"Eur_C","Koch_EurC","C27","existing","UNDEF","UNDEF","UNDEF","UNDEF","2019:2030",1,74679.679,436549.814,"Natgas_boiler","Koch","Natgas","36",0.00,0.85,0.00,0.00,0.00,0.00,0.62,56.60,"GTS2cc27internalGas","c27d11InternalSteam","UNDEF","Boiler","ChangecurrentH2demandc","GTS2c",0,0,0,0,0,0,,
"Bot_A","Ducor_BotA","D12","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",3,76168.757,434301.91,"Demand_Ducor_BotA","Ducor","Electricity:Steam:Steam","10:5:23",0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,"BotA_MerseyHuntsmand12InternalElectricity:c28d12InternalSteam:c29d12InternalSteam","NULL","UNDEF",,,,0,0,0,0,0,0,,
"Bot_A","Air_Liquide_BotA","D13","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",3,76965.684,434098.71,"Demand_Air_Liquide_BotA","Airliquide","Electricity:Steam","10:28",0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,"BotA_MerseyHuntsmand13InternalElectricity:c29d13InternalSteam","NULL","UNDEF",,,,0,0,0,0,0,0,,
"Bot_A","Invista_BotA","D14","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",3,77108.559,433987.584,"Demand_Invista_BotA","Invista","Electricity:Steam","10:22:6",0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,"BotA_MerseyHuntsmand14InternalElectricity:c29d14InternalSteam:c30d14InternalSteam","NULL","UNDEF",,,,0,0,0,0,0,0,,
"Bot_A","Lucite_BotA","D15","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",3,77010.134,433666.909,"Demand_Lucite_BotA","Lucite","Electricity:Steam","10:28",0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,"BotA_MerseyHuntsmand15InternalElectricity:c30d15InternalSteam","NULL","UNDEF",,,,0,0,0,0,0,0,,
"Bot_A","Huntsman_BotA","D16","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",3,76400.533,433844.709,"Demand_Huntsman_BotA","Huntsman","Electricity:Steam","10:23",0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,"BotA_MerseyHuntsmand16InternalElectricity:c30d16InternalSteam","NULL","UNDEF",,,,0,0,0,0,0,0,,
"Bot_A","Ducor_BotA","C28","existing","UNDEF","UNDEF","UNDEF","UNDEF","2019:2030",1,76189.893,434291.682,"Natgas_boiler","Ducor","Natgas","6",0.00,0.85,0.00,0.00,0.00,0.00,0.91,56.60,"GTS3dc28internalGas","c28d12InternalSteam","UNDEF","Boiler","ChangecurrentH2demandd","GTS3d",0,0,0,0,0,0,,
"Bot_A","Air_Liquide_BotA","C29","existing","UNDEF","UNDEF","UNDEF","UNDEF","2019:2040",2,76873.608,434035.209,"Natgas_cogen_Enecal","Airliquide_Enecal","Natgas","156",0.31,0.49,0.00,0.00,0.00,0.00,0.50,56.60,"GTS2dc29internalGas","c29TenneT150MerseyInternalElectricity:c29d12InternalSteam:c29d13InternalSteam:c29d14InternalSteam","UNDEF","Cogen","ChangecurrentH2demandd","GTS2d",0,0,0,0,0,0,,
"Bot_A","Air_Liquide_BotA","C30","existing","UNDEF","UNDEF","UNDEF","UNDEF","2019:2040",2,76860.908,433993.934,"Natgas_cogen_Eurogen","Airliquide_Eurogen","Natgas","286",0.31,0.49,0.00,0.00,0.00,0.00,0.57,56.60,"GTS2dc30InternalGas","c30TenneT150MerseyInternalElectricity:c30d15InternalSteam:c30d16InternalSteam","UNDEF","Cogen","ChangecurrentH2demandd","GTS2d",0,0,0,0,0,0,,
"Bot_A","Air_Liquide_BotA","C31","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",3,76965.684,434098.71,"Natgas_SMR_ALold","Airliquide","Natgas","471",0.00,0.00,0.00,0.00,0.75,0.00,0.34,56.60,"GTS1dc31InternalGas","c31AirliquideH2_4InternalH2","UNDEF","SMR",,"GTS1d",0,0,0,0,0,0,,
"Bot_A","Air_Liquide_BotA","C32","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",3,76952.984,433965.359,"Natgas_SMR_ALnew","Airliquide","Natgas","520",0.00,0.00,0.00,0.00,0.75,0.00,1.00,56.60,"GTS1dc32InternalGas","c32AirliquideH2_4InternalH2","UNDEF","SMR",,"GTS1d",0,0,0,0,0,0,,
"Bot_A","Invista_BotA","C33","existing","UNDEF","UNDEF","UNDEF","UNDEF","2019:2030",1,77108.559,433987.584,"Natgas_boiler","Invista","Natgas","5",0.00,0.85,0.00,0.00,0.00,0.00,0.91,56.60,"GTS3dc33InternalGas","c33d14InternalSteam","UNDEF","Boiler","ChangecurrentH2demandd","GTS3d",0,0,0,0,0,0,,
"Eur_B","GTSconnection_backbone3_Eureast","GTS3c","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",71223.022,438739.752,"Node_GTSgrid","GTS","Natgas","20000",0.00,0.00,0.00,0.00,0.00,1.00,0.59,0.00,"GTSgrid3c","NULL","UNDEF",,,,0,0,0,0,0,0,,
"Bot_A","GTSconnection_backbone3_Perniseast","GTS3d","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",76048.082,433703.242,"Node_GTSgrid","GTS","Natgas","189",0.00,0.00,0.00,0.00,0.00,1.00,0.59,0.00,"GTSgrid3d","GTS3dc28InternalGas:GTS3dc33InternalGas:GTS3dc53InternalGas:GTS3dc43InternalGas:GTS3dc35InternalGas:GTS3dc34InternalGas:GTS3dc39InternalGas:GTS3dc42InternalGas:GTSgrid3c","UNDEF",,,,0,0,0,0,0,0,,
"Bot_A","GTSconnection_backbone1_Perniseast","GTS1d","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",76930.734,433442.891,"Node_GTSgrid","GTS","Natgas","4989",0.00,0.00,0.00,0.00,0.00,1.00,0.59,0.00,"GTSgrid1d","GTS1dc31InternalGas:GTS1dc32InternalGas:GTS1dc36InternalGas:GTS1dc37InternalGas:GTS1dc59InternalGas:GTS1dc60InternalGas:GTS1dc61InternalGas:GTS1dc62InternalGas:GTS1dc66InternalGas:GTS1dc69InternalGas:GTS1dc72InternalGas:GTS1dd37InternalGas:GTSgrid1c:GTSgrid2d","UNDEF",,,,0,0,0,0,0,0,,
"Bot_A","Huntsmansubstation_BotA","BotA_MerseyHuntsman","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",76553.964,433985.817,"Substation_Huntsman","Huntsman","Electricity","240",1.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,"TenneT150MerseyBotA_MerseyHuntsman","BotA_MerseyHuntsmand12InternalElectricity:BotA_MerseyHuntsmand13InternalElectricity:BotA_MerseyHuntsmand14InternalElectricity:BotA_MerseyHuntsmand15InternalElectricity:BotA_MerseyHuntsmand16InternalElectricity","UNDEF",,,,0,0,0,0,0,0,,"Station_Stedin_extension"
"Bot_A","SteamgridconnectionInvistaLucite_BotA","BotA_Steam3","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",77023.88,433815.637,"Connection_steamgrid","Airliquide","Steam","100",0.00,1.00,0.00,0.00,0.00,0.00,0.91,0.00,"BotA_Steamgrid","BotA_Steam3d14internalSteam:BotA_Steam3d15internalSteam","UNDEF",,,,0,0,0,0,0,0,,
"Bot_A","SteamgridconnectionDucorAirliqEnecalEurogenhuntsman_BotA","BotA_Steam4","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",76431.217,434012.488,"Connection_steamgrid","Airliquide","Steam","100",0.00,1.00,0.00,0.00,0.00,0.00,0.97,0.00,"BotA_Steamgrid","BotA_Steam4d12internalSteam:BotA_Steam4d13internalSteam:BotA_Steam4d16internalSteam:BotA_Steam4c29internalSteam:BotA_Steam4c30internalSteam","UNDEF",,,,0,0,0,0,0,0,,
"Bot_A","AirliquideH2gridconnectionSMRsAirliquide","AirliquideH2_4","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",77042.93,434158.538,"Connection_H2gridAirliquide","Airliquide","H2","929",0.00,0.00,0.00,0.00,1.00,0.00,0.59,0.00,"Airliquidegrid4","c31AirliquideH2_4InternalH2:c32AirliquideH2_4InternalH2","UNDEF",,,,0,0,0,0,0,0,,
"Bot_A","Almatis_BotA","D17","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",3,75975.082,433555.783,"Demand_Almatis_BotA","Almatis","Electricity:Steam","10:10",0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,"StedinTheemsd17InternalElectricity:c34d17InternalSteam","NULL","UNDEF",,,,0,0,0,0,0,0,,
"Bot_A","Climax_BotA","D18","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",3,76613.317,433308.133,"Demand_Climax_BotA","Climax","Electricity:Steam","10:4",0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,"StedinTheemsd18InternalElectricity:c35d18InternalSteam","NULL","UNDEF",,,,0,0,0,0,0,0,,
"Bot_A","Lyondell_BotA","D19","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",3,77007.018,432927.132,"Demand_Lyondell_BotA","Lyondell","Electricity:Steam:Steam","56:79:89",0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,"StedinTheemsd19InternalElectricity:c36d19InternalSteam:c37d19InternalSteam","NULL","UNDEF",,,,0,0,0,0,0,0,,
"Bot_A","Air_Products_BotA","D20","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",3,77349.919,432574.706,"Demand_Air_Products_BotA","Air Products","Electricity","10",0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,"BotA_MerseyHuntsmand20InternalElectricity","NULL","UNDEF",,,,0,0,0,0,0,0,,
"Bot_A","Almatis_BotA","C34","existing","UNDEF","UNDEF","UNDEF","UNDEF","2019:2030",1,75975.082,433555.783,"Natgas_boiler","Almatis","Natgas","12",0.00,0.85,0.00,0.00,0.00,0.00,0.91,56.60,"GTS3dc34InternalGas","c34d17InternalSteam","UNDEF","Boiler","ChangecurrentH2demandd","GTS3d",0,0,0,0,0,0,,
"Bot_A","Climax_BotA","C35","existing","UNDEF","UNDEF","UNDEF","UNDEF","2019:2030",1,76613.317,433308.133,"Natgas_boiler","Climax","Natgas","5",0.00,0.85,0.00,0.00,0.00,0.00,0.91,56.60,"GTS3dc35InternalGas","c35d18internalSteam","UNDEF","Boiler","ChangecurrentH2demandd","GTS3d",0,0,0,0,0,0,,
"Bot_A","Air_Products_BotA","C36","existing","UNDEF","UNDEF","UNDEF","UNDEF","2019:2040",2,79164.435,431909.543,"Natgas_cogen","Air Products","Natgas","312",0.31,0.49,0.00,0.00,0.00,0.00,0.50,56.60,"GTS1dc36InternalGas","c36TenneT150MerseyInternalElectricity:c36d19InternalSteam","UNDEF","Cogen","ChangecurrentH2demandd","GTS1d",0,0,0,0,0,0,,
"Bot_A","Lyondell_BotA","C37","existing","UNDEF","UNDEF","UNDEF","UNDEF","2019:2040",2,77007.018,432927.132,"Natgas_cogen","Lyondell","Natgas","181",0.31,0.49,0.00,0.00,0.00,0.00,0.91,56.60,"GTS1dc37internalGas","c37TenneT150TheemsInternalElectricity:c37d19InternalSteam","UNDEF","Cogen","ChangecurrentH2demandd","GTS1d",0,0,0,0,0,0,,
"Bot_A","StedinTheems","StedinTheems","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",76407.96,433521.362,"Substation_Stedin","Stedin","Electricity","240",1.00,0.00,0.00,0.00,0.00,0.00,0.76,0.00,"TenneT150TheemsStedinTheems","StedinTheemsd17InternalElectricity:StedinTheemsd18InternalElectricity:StedinTheemsd19InternalElectricity:StedinTheemsd42InternalElectricity","UNDEF",,,,0,0,0,0,0,0,,"Station_Stedin_extension"
"Bot_A","Tronox_BotA","D21","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",3,78108.745,434901.986,"Demand_Tronox_BotA","Tronox","Electricity:Htheat","10:45",0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,"StedinGerbrandd21InternalElectricity:c39d21InternalHtheat","NULL","UNDEF",,,,0,0,0,0,0,0,,
"Bot_A","Cabot_BotA","D22","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",3,77829.345,434317.785,"Demand_Cabot_BotA","Cabot","Electricity:Htheat:Htheat","10:52:19",0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,"StedinGerbrandd22InternalElectricity:c41d22InternalHtheat:c42d22InternalHtheat","NULL","UNDEF",,,,0,0,0,0,0,0,,
"Bot_A","EKC_BotA","D23","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",3,77721.394,433882.809,"Demand_EKC_BotA","EKC","Electricity:Steam:Steam","10:41:28",0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,"StedinGerbrandd23InternalElectricity:StedinSteam6d23Internalsteam:c43d23Internalsteam","NULL","UNDEF",,,,0,0,0,0,0,0,,
"Bot_A","AVR_BotA","C38","existing","UNDEF","UNDEF","UNDEF","UNDEF","2025:2050",2,78645.321,434571.785,"Waste_incinerator","AVR","Waste","521",0.20,0.08,0.00,0.43,0.00,0.00,0.91,105.30,"Wastesupplyc38InternalWaste","c38TenneT150GerbrandInternalElectricity:c38StedinSteam5InternalSteam:c38d44InternalLtheat","UNDEF","Incinerator",,,0,0,0,0,0,0,,
"Bot_A","Tronox_BotA","C39","existing","UNDEF","UNDEF","UNDEF","UNDEF","2025:2035",2,78108.745,434901.986,"Natgas_furnace","Tronox","Natgas","56",0.00,0.80,0.00,0.00,0.00,0.00,0.91,56.60,"GTS3dc39InternalGas","c39d21InternalHtheat","UNDEF","Furnace","ChangecurrentH2demandd","GTS3d",0,0,0,0,0,0,,
"Bot_A","Cabot_BotA","C40","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",2,77829.345,434317.785,"Resfuel_powergenCabot","Cabot","Resfuel","24",0.50,0.00,0.00,0.00,0.00,0.00,0.91,77.40,"Resfuelsupplyc40InternalResfuel","c40StedinGerbrandInternalElectricity","UNDEF","Powergen_baseloadindust","ChangecurrentH2demandd",,0,0,0,0,0,0,,
"Bot_A","Cabot_BotA","C41","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",2,77829.345,434317.785,"Resfuel_furnaceCabot","Cabot","Resfuel","65",0.00,0.80,0.00,0.00,0.00,0.00,0.91,77.40,"Resfuelsupplyc41InternalResfuel","c41d22InternalHtheat","UNDEF","Furnace","ChangecurrentH2demandd",,0,0,0,0,0,0,,
"Bot_A","Cabot_BotA","C42","existing","UNDEF","UNDEF","UNDEF","UNDEF","2025:2035",2,77829.345,434317.785,"Natgas_furnace","Cabot","Natgas","30",0.00,0.80,0.00,0.00,0.00,0.00,0.91,56.60,"GTS3dc42InternalGas","c42d22InternalHtheat","UNDEF","Furnace","ChangecurrentH2demandd","GTS3d",0,0,0,0,0,0,,
"Bot_A","EKC_BotA","C43","existing","UNDEF","UNDEF","UNDEF","UNDEF","2019:2030",1,77721.394,433882.809,"Natgas_boiler","EKC","Natgas","33",0.00,0.85,0.00,0.00,0.00,0.00,0.91,56.60,"GTS3dc43InternalGas","c43d23InternalSteam","UNDEF","Boiler","ChangecurrentH2demandd","GTS3d",0,0,0,0,0,0,,
"Bot_A","StedinGerbrand","StedinGerbrand","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",78348.953,435034.792,"Substation_Stedin","Stedin","Electricity","240",1.00,0.00,0.00,0.00,0.00,0.00,0.76,0.00,"TenneT150GerbrandStedinGerbrand","StedinGerbrandd21InternalElectricity:StedinGerbrandd22InternalElectricity:StedinGerbrandd23InternalElectricity:StedinGerbrandd43InternalElectricity","UNDEF",,,,0,0,0,0,0,0,,"Station_Stedin_extension"
"Bot_A","SteamgridconnectionAVR_BotA","StedinSteam5","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",78607.192,434797.714,"Connection_steamgrid","Stedin","Steam","50",0.00,1.00,0.00,0.00,0.00,0.00,0.91,0.00,"c38StedinSteam5InternalSteam","SteamgridStedin","UNDEF",,,,0,0,0,0,0,0,,
"Bot_A","SteamgridconnectionEKC_BotA","StedinSteam6","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",78067.441,433993.39,"Connection_steamgrid","Stedin","Steam","50",0.00,1.00,0.00,0.00,0.00,0.00,0.91,0.00,"SteamgridStedin","StedinSteam6d23InternalSteam","UNDEF",,,,0,0,0,0,0,0,,
"Bot_A","Nouryon_BotA","D24","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",3,78562.771,432282.606,"Demand_Nouryon_BotA","Nouryon","Electricity:Steam","10:35:5",0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,"TenneT150Botld24InternalElectricity:c44d24InternalSteam:c45d24InternalSteam","NULL","UNDEF",,,,0,0,0,0,0,0,,
"Bot_A","Shinetsu_BotA","D25","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",3,78737.396,432914.432,"Demand_Shinetsu_BotA","Shinetsu","Electricity:Htheat:Steam","10:54:66",0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,"TenneT150Botld25InternalElectricity:c45d25InternalSteam","NULL","UNDEF",,,,0,0,0,0,0,0,,
"Bot_B","Exxonmobil_BotB","D26","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",5,79847.061,432236.568,"Demand_Exxonmobil_BotB","Exxonmobil","Electricity:Htheat:Steam:Steam:H2:H2:H2","103:838:196:35:448:71:214",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"TenneT150Botld26InternalElectricity:c51d26InternalHtheat:c52d26InternalSteam:c50d26InternalSteam:c48d26InternalH2:c49d26InternalH2:AirliquideH2_5d26InternalH2","NULL","UNDEF",,,,0,0,0,0,0,0,,
"Bot_A","Nouryon_BotA","C44","existing","UNDEF","UNDEF","UNDEF","UNDEF","2019:2040",2,78562.771,432282.606,"Natgas_cogen","Nouryon","Natgas","72",0.31,0.49,0.00,0.00,0.00,0.00,0.55,56.60,"GTS2dc44InternalGas","c44c46InternalElectricity:c44d24InternalSteam","UNDEF","Cogen","ChangecurrentH2demandd","GTS2d",0,0,0,0,0,0,,
"Bot_A","Nouryon_BotA","C45","existing","UNDEF","UNDEF","UNDEF","UNDEF","2019:2030",1,78562.771,432282.606,"Natgas_boiler","Nouryon","Natgas","83",0.00,0.85,0.00,0.00,0.00,0.00,0.42,56.60,"GTS2dc45InternalGas","c45d24InternalSteam:c45d25InternalSteam","UNDEF","Boiler","ChangecurrentH2demandd","GTS2d",0,0,0,0,0,0,,
"Bot_A","Nouryon_BotA","C46","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",3,78562.771,432282.606,"Electrolysis_chlorine","Nouryon","Electricity","226",0.00,0.00,0.00,0.00,0.30,0.00,0.91,0.00,"c46TenneT150Botl_custInternalElectricity","c46AirproductsH2_4InternalH2","UNDEF","Electrolyzer_Brine",,,0,0,0,0,0,0,,
