,,"Data input for Windmaster project: current situation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bot_A","Shinetsu_BotA","C47","existing","UNDEF","UNDEF","UNDEF","UNDEF","2025:2035",2,78737.396,432914.432,"Natgas_furnace","Shinetsu","Natgas","68",0.00,0.80,0.00,0.00,0.00,0.00,0.91,56.60,"GTS2dc47InternalGas","c47d25InternalHtheat","UNDEF","Furnace","ChangecurrentH2demandd","GTS2d",0,0,0,0,0,0,,
"Bot_B","Exxonmobil_BotB","C48","existing","UNDEF","UNDEF","UNDEF","UNDEF","2025:2045",3,79847.061,432236.568,"Natgas_SMR_Hyco4","Exxonmobil","Natgas","448",0.00,0.00,0.00,0.00,0.75,0.00,0.73,56.60,"GTS2dc48InternalGas","c48d26InternalH2","UNDEF","SMR",,"GTS2d",0,0,0,0,0,0,,
"Bot_B","Exxonmobil_BotB","C49","existing","UNDEF","UNDEF","UNDEF","UNDEF","2025:2045",3,79847.061,432236.568,"Refgas_SMR_Exxon","Exxonmobil","Refgas","71",0.00,0.00,0.00,0.00,0.75,0.00,0.73,67.00,"Refgassupplyc49InternalRefgas","c49d26InternalH2","UNDEF","SMR",,,0,0,0,0,0,0,,
"Bot_B","Exxonmobil_BotB","C50","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",1,79847.061,432236.568,"Refgas_boilerExxonmobil","Exxonmobil","Refgas","231",0.00,0.85,0.00,0.00,0.00,0.00,0.73,67.00,"Refgassupplyc50InternalRefgas","c50d26InternalSteam","UNDEF","Boiler","ChangecurrentH2demandd",,0,0,0,0,0,0,,
"Bot_B","Exxonmobil_BotB","C51","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",2,79847.061,432236.568,"Refgas_furnaceExxon","Exxonmobil","Refgas","838",0.00,0.80,0.00,0.00,0.00,0.00,0.73,67.00,"Refgassupplyc51InternalRefgas","c51d26InternalHtheat","UNDEF","Furnace","ChangecurrentH2demandd",,0,0,0,0,0,0,,
"Bot_B","Exxonmobil_BotB","C52","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",2,79847.061,432236.568,"Refgas_cogen Exxon","Exxonmobil","Refgas","192",0.31,0.49,0.00,0.00,0.00,0.00,0.73,67.00,"Refgassupplyc52InternalRefgas","c52d26InternalElectricity:c52d26InternalSteam","UNDEF","Cogen","ChangecurrentH2demandd",,0,0,0,0,0,0,,
"Bot_A","GTSconnection_backbone2_Perniseast","GTS2d","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",78598.715,431817.447,"Node_GTSgrid","GTS","Natgas","1441",0.00,0.00,0.00,0.00,0.00,1.00,0.76,0.00,"GTSgrid2d","GTS2dc29InternalGas:GTS2dc30InternalGas:GTS2dc44InternalGas:GTS2dc45InternalGas:GTS2dc47InternalGas:GTS2dc48InternalGas:GTS2dc54InternalGas:GTS2dc56InternalGas:GTS2dc57InternalGas:GTS2dc58InternalGas:GTSgrid2c:GTSgrid3d","UNDEF",,,,0,0,0,0,0,0,,
"Bot_B","ExxonconnectionH2Airliquide","AirliquideH2_5","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",79003.004,431737.008,"Connection_H2gridAirliquide","Airliquide","H2","700",0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,"Airliquidegrid4","AirliquideH2_54d26","UNDEF",,,,0,0,0,0,0,0,,
"Bot_B","NouryonExxonH2connectionAirproducts","AirproductsH2_4","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",78586.015,431832.258,"Connection_H2gridAirproducts","Airproducts","H2","100",0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,"Airproductsgrid3","AirproductsH2_4d26:c46AirproductsH2_4InternalH2","UNDEF",,,,0,0,0,0,0,0,,
"Bot_A","Hexion_BotA","D27","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",3,77743.619,432650.907,"Demand_Hexion_BotA","Hexion","Electricity:Steam","10:3",0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,"StedinBotld27InternalElectricity:c53d27InternalSteam","NULL","UNDEF",,,,0,0,0,0,0,0,,
"Bot_B","Aluchemie_BotB","D28","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",3,81402.814,432138.143,"Demand_Aluchemie_BotB","Aluchemie","Electricity:Htheat:Htheat","10:24:8",0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,"StedinBotld28InternalElectricity:c54d28InternalHtheat:c55d28InternalHtheat","NULL","UNDEF",,,,0,0,0,0,0,0,,
"Bot_A","Hexion_BotA","C53","existing","UNDEF","UNDEF","UNDEF","UNDEF","2019:2030",1,77743.619,432650.907,"Natgas_boiler","Hexion","Natgas","4",0.00,0.85,0.00,0.00,0.00,0.00,0.91,56.60,"GTS3dc53InternalGas","c53d27InternalStem","UNDEF","Boiler","ChangecurrentH2demandd","GTS3d",0,0,0,0,0,0,,
"Bot_B","Aluchemie_BotB","C54","existing","UNDEF","UNDEF","UNDEF","UNDEF","2025:2035",2,81402.814,432138.143,"Natgas_furnace","Aluchemie","Natgas","30",0.00,0.80,0.00,0.00,0.00,0.00,0.91,56.60,"GTS2dc54InternalGas","c54d28InternalHtheat","UNDEF","Furnace","ChangecurrentH2demandd","GTS2d",0,0,0,0,0,0,,
"Bot_B","Aluchemie_BotB","C55","existing","UNDEF","UNDEF","UNDEF","UNDEF","2025:2035",2,81402.814,432138.143,"Resfuel_furnaceAluchemie","Aluchemie","Resfuel","10",0.00,0.80,0.00,0.00,0.00,0.00,0.91,77.40,"Resfuelsupplyc55InternalResfuel","c55d28InternalHtheat","UNDEF","Furnace","ChangecurrentH2demandd",,0,0,0,0,0,0,,
"Bot_A","BotA_StedinBotl","StedinBotl","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",78820.949,431836.513,"Substation_Stedin","Stedin","Electricity","240",1.00,0.00,0.00,0.00,0.00,0.00,0.76,0.00,"TenneT150BotlStedinBotl","StedinBotld27InternalElectricity:StedinBotld28InternalElectricity:StedinBotld41InternalElectricity","UNDEF",,,,0,0,0,0,0,0,,"Station_Stedin_extension"
"Per","Cerexagri_Per","D29","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",3,82545.816,434093.947,"Demand_Ceraxagri_Per","Cerexagri","Electricity:Steam","10:1",0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,"StedinVondeld29InternalElectricity:c56d29InternalSteam","NULL","UNDEF",,,,0,0,0,0,0,0,,
"Per","Arkema_Per","D30","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",3,82701.392,434125.697,"Demand_Arkema_Per","Arkema","Electricity:Htheat","10:2",0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,"StedinVondeld30InternalElectricity:c57d30InternalHtheat","NULL","UNDEF",,,,0,0,0,0,0,0,,
"Per","Wilmar_Per","D31","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",3,82329.916,433700.246,"Demand_Wilmar_Per","Wilmar","Electricity:Steam","10:6",0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,"StedinVondelShelld31InternalElectricity:c58d31InternalSteam","NULL","UNDEF",,,,0,0,0,0,0,0,,
"Per","Hexion_Per","D32","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",3,85068.359,432857.282,"Demand_Hexion_Per","Hexion","Electricity:Steam","10:21",0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,"StedinVondelShelld32InternalElectricity:c59d32InternalSteam","NULL","UNDEF",,,,0,0,0,0,0,0,,
"Per","Cerexagri_Per","C56","existing","UNDEF","UNDEF","UNDEF","UNDEF","2019:2030",1,82545.816,434093.947,"Natgas_boiler","Cerexagri","Natgas","1",0.00,0.85,0.00,0.00,0.00,0.00,0.91,56.60,"GTS2dc56InternalGas","c56d29InternalSteam","UNDEF","Boiler","ChangecurrentH2demandd","GTS2d",0,0,0,0,0,0,,
"Per","Arkema_Per","C57","existing","UNDEF","UNDEF","UNDEF","UNDEF","2025:2035",2,82701.392,434125.697,"Natgas_furnace","Arkema","Natgas","2",0.00,0.80,0.00,0.00,0.00,0.00,0.91,56.60,"GTS2dc57InternalGas","c57d30InternalHtheat","UNDEF","Furnace","ChangecurrentH2demandd","GTS2d",0,0,0,0,0,0,,
"Per","Wilmar_Per","C58","existing","UNDEF","UNDEF","UNDEF","UNDEF","2019:2030",1,82329.916,433700.246,"Natgas_boiler","Wilmar","Natgas","7",0.00,0.85,0.00,0.00,0.00,0.00,0.91,56.60,"GTS2dc58InternalGas","c58d31InternalSteam","UNDEF","Boiler","ChangecurrentH2demandd","GTS2d",0,0,0,0,0,0,,
"Per","Hexion_Per","C59","existing","UNDEF","UNDEF","UNDEF","UNDEF","2019:2030",1,85640.863,432888.488,"Natgas_boiler","Hexion_Per","Natgas","21",0.00,0.85,0.00,0.00,0.00,0.00,0.91,56.60,"GTS1dc59InternalGas","c59d32InternalSteam","UNDEF","Boiler","ChangecurrentH2demandd","GTS1b",0,0,0,0,0,0,,
"Per","Per_StedinVondel","StedinVondel","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",82163.183,433165.761,"Substation_Stedin","Stedin","Electricity","240",1.00,0.00,0.00,0.00,0.00,0.00,0.76,0.00,"TenneT150VondelStedinVondel:c65StedinVondelInternalElectricity:c66StedinVondelInternalElectricity:c67StedinVondelInternalElectricity:c68StedinVondelInternalElectricity","StedinVondeld29InternalElectricity:StedinVondeld30InternalElectricity:StedinVondeld31InternalElectricity:StedinVondeld32InternalElectricity:StedinVondeld33InternalElectricity:StedinVondeld44InternalElectricity","UNDEF",,,,0,0,0,0,0,0,,"Station_Stedin_extension"
"Per","Maasstroom_Per","C60","existing","UNDEF","UNDEF","UNDEF","UNDEF","2025:2040",3,83739.619,434027.272,"Natgas_powergen","Maasstroom","Natgas","751",0.57,0.00,0.00,0.00,0.00,0.00,0.05,56.60,"GTS1dc60Internalgas","c60TenneT380SimonshInternalElectricity","UNDEF","Powergen_flexible","ChangecurrentH2demandd","GTS1b",0,0,0,0,0,0,,
"Per","Rijnmond_Per","C61","existing","UNDEF","UNDEF","UNDEF","UNDEF","2025:2040",3,83923.769,434033.622,"Natgas_powergen","Rijnmond","Natgas","778",0.55,0.00,0.00,0.00,0.00,0.00,0.00,56.60,"GTS1dc61Internalgas","c61TenneT150WaalhInternalElectricity","UNDEF","Powergen_flexible","ChangecurrentH2demandd","GTS1b",0,0,0,0,0,0,,
"Per","Shell_Per","D33","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",5,82812.517,432916.02,"Demand_Shell_Per","Shell","Electricity:Htheat:Htheat:Htheat:Steam:Steam:Steam:Steam:Steam:H2:H2","171:144:544:155:433:124:21:78:22:222:399",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"StedinVondeld33InternalElectricity:c72d33InternalHtheat:c73d33InternalHtheat:c74d33InternalHtheat:c63d33InternalSteam:c64d33InternalSteam:c69d33InternalSteam:c70d33InternalSteam:c71d33InternalSteam:c62d33InternalH2:c65d33InternalH2","NULL","UNDEF",,,,0,0,0,0,0,0,,
"Per","Shell_Per","C62","existing","UNDEF","UNDEF","UNDEF","UNDEF","2025:2045",3,85403.322,433281.145,"Natgas_SMRShell","Shell","Natgas","296",0.00,0.00,0.00,0.00,0.75,0.00,0.80,56.60,"GTS1dc62Internalgas","c62d33InternalH2","UNDEF","SMR",,"GTS1b",0,0,0,0,0,0,,
"Per","Shell_Per","C63","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",2,85403.322,433281.145,"Refgas_cogen Pergen","Air Products (Pergen)","Refgas","699",0.33,0.62,0.00,0.00,0.00,0.00,0.56,67.00,"Refgassupplyc63InternalRefgas","c63TenneT150GeervlInternalElectricity:c63d33InternalElectricity:c63d33InternalSteam","UNDEF","Cogen","ChangecurrentH2demandd",,0,0,0,0,0,0,,
"Per","Shell_Per","C64","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",2,85403.322,433281.145,"Petcoke_cogen Pergen","Air Products (Pergen)","Petcokes","200",0.33,0.62,0.00,0.00,0.00,0.00,0.80,97.50,"Petcokessupplyc64InternalPetcokes","c64TenneT150GeervlInternalElectricity:c64d33InternalElectricity:c64d33InternalSteam","UNDEF","Cogen","ChangecurrentH2demandd",,0,0,0,0,0,0,,
"Per","Shell_Per","C65","existing","UNDEF","UNDEF","UNDEF","UNDEF","2019:2040",2,85403.322,433281.145,"Oilrest_gasifier","Shell","Oilrest","783",0.23,0.00,0.00,0.00,0.51,0.00,0.80,77.40,"Oilrestsupplyc65InternalOilrest","c65TenneT150Vondel_genInternalElectricity:c65d33InternalH2","UNDEF","Gasifier",,,0,0,0,0,0,0,,
"Per","Shell_Per","C66","existing","UNDEF","UNDEF","UNDEF","UNDEF","2025:2040",2,85403.322,433281.145,"Natgas_powergen","Shell","Natgas","34",0.59,0.00,0.00,0.00,0.00,0.00,0.80,56.60,"GTS1dc66Internalgas","c66StedinVondelInternalElectricity","UNDEF","Powergen_baseloadindust","ChangecurrentH2demandd","GTS1b",0,0,0,0,0,0,,
"Per","Shell_Per","C67","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",2,85403.322,433281.145,"Refgas_powergen Shell","Shell","Refgas","129",0.59,0.00,0.00,0.00,0.00,0.00,0.80,67.00,"Refgassupplyc67InternalRefgas","c67StedinVondelInternalElectricity","UNDEF","Powergen_baseloadindust","ChangecurrentH2demandd",,0,0,0,0,0,0,,
"Per","Shell_Per","C68","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",2,85403.322,433281.145,"Petcoke_powergen Shell","Shell","Petcokes","37",0.59,0.00,0.00,0.00,0.00,0.00,0.80,97.50,"Petcokessupplyc68InternalPetcokes","c68StedinVondelInternalElectricity","UNDEF","Powergen_baseloadindust","ChangecurrentH2demandd",,0,0,0,0,0,0,,
"Per","Shell_Per","C69","existing","UNDEF","UNDEF","UNDEF","UNDEF","2019:2030",1,85403.322,433281.145,"Natgas_boiler","Shell","Natgas","25",0.00,0.85,0.00,0.00,0.00,0.00,0.80,56.60,"GTS1dc69Internalgas","c69d33InternalSteam","UNDEF","Boiler","ChangecurrentH2demandd","GTS1b",0,0,0,0,0,0,,
"Per","Shell_Per","C70","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",1,85403.322,433281.145,"Refgas_boilerShell","Shell","Refgas","92",0.00,0.85,0.00,0.00,0.00,0.00,0.80,67.00,"Refgassupplyc70InternalRefgas","c70d33InternalSteam","UNDEF","Boiler","ChangecurrentH2demandd",,0,0,0,0,0,0,,
"Per","Shell_Per","C71","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",1,85403.322,433281.145,"Petcoke_boilerShell","Shell","Petcokes","26",0.00,0.85,0.00,0.00,0.00,0.00,0.80,97.50,"Petcokessupplyc71InternalPetcokes","c71d33InternalSteam","UNDEF","Boiler","ChangecurrentH2demandd",,0,0,0,0,0,0,,
"Per","Shell_Per","C72","existing","UNDEF","UNDEF","UNDEF","UNDEF","2025:2035",2,85403.322,433281.145,"Natgas_furnace","Shell","Natgas","180",0.00,0.80,0.00,0.00,0.00,0.00,0.80,56.60,"GTS1dc72Internalgas","c72d33InternalHtheat","UNDEF","Furnace","ChangecurrentH2demandd","GTS1b",0,0,0,0,0,0,,
"Per","Shell_Per","C73","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",2,85403.322,433281.145,"Refgas_furnaceShell","Shell","Refgas","680",0.00,0.80,0.00,0.00,0.00,0.00,0.80,67.00,"Refgassupplyc73InternalRefgas","c73d33InternalHtheat","UNDEF","Furnace","ChangecurrentH2demandd",,0,0,0,0,0,0,,
"Per","Shell_Per","C74","existing","UNDEF","UNDEF","UNDEF","UNDEF","2030:2050",2,85403.322,433281.145,"Petcoke_furnaceShell","Shell","Petcokes","194",0.00,0.80,0.00,0.00,0.00,0.00,0.80,97.50,"Petcokessupplyc74InternalPetcokes","c74d33InternalHtheat","UNDEF","Furnace","ChangecurrentH2demandd",,0,0,0,0,0,0,,
"BackbonegasNL","GTSconnection_backbone1_Wijngaarden","GTS1e","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",83636.384,433982.976,"Node_GTSgrid","GTS","Natgas","20000",0.00,0.00,0.00,0.00,0.00,1.00,0.76,0.00,"NatgassupplyGTS1eInternalGas","GTSgrid1d","UNDEF",,,,0,0,0,0,0,0,,
"MV_B","SMRCCS_MVnew","C75","consideredforconstruction",0,"2020:2050","UNDEF","UNDEF","UNDEF","UNDEF",,,"Natgas_SMRCCSnew","UNDEF","Natgas","400",0.00,0.00,0.00,0.00,0.75,0.00,0.91,0.00,,,,,,"GTS1b",0,0,0,0,0,0,,
"MV_B","Waterelec_MVnew","C76","consideredforconstruction",0,"2020:2050","UNDEF","UNDEF","UNDEF","UNDEF",,,"Waterelec_new","UNDEF","Electricity","1000",0.00,0.00,0.00,0.00,0.75,0.00,0.50,0.00,,,,,,,0,0,0,0,0,0,,
"MV_B","ImportH2_MV","S1","consideredforconstruction",0,"2020:2050","UNDEF","UNDEF","UNDEF","UNDEF",,,"ImportH2","UNDEF","H2","0",0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,,,,,,,0,0,0,0,0,0,,
"Bot_A","SMRCCS_Botlnew","C78","consideredforconstruction",0,"2020:2050","UNDEF","UNDEF","UNDEF","UNDEF",,,"Natgas_SMRCCSnew","UNDEF","Natgas","400",0.00,0.00,0.00,0.00,0.75,0.00,0.91,0.00,,,,,,"GTS1d",0,0,0,0,0,0,,
"Bot_A","Waterelec_Botlnew","C79","consideredforconstruction",0,"2020:2050","UNDEF","UNDEF","UNDEF","UNDEF",,,"Waterelec_new","UNDEF","Electricity","1000",0.00,0.00,0.00,0.00,0.75,0.00,0.50,0.00,,,,,,,0,0,0,0,0,0,,
"MV_B","Syntheticfuelplant_MV","D34","consideredforconstruction",0,"2020:2050","UNDEF","UNDEF","UNDEF","UNDEF",,,"DemandSyntheticfuelplant","UNDEF","Electricity:H2","1800:4300",0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,,,,,,,0,0,0,0,0,0,,
"Bot_A","Syntheticfuelplant_Botl","D35","consideredforconstruction",0,"2020:2050","UNDEF","UNDEF","UNDEF","UNDEF",,,"DemandSyntheticfuelplant","UNDEF","Electricity:H2","1800:4300",0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,,,,,,,0,0,0,0,0,0,,
"Wijngaarden","H2marketHinterland","D36","consideredforconstruction",0,"2020:2050","UNDEF","UNDEF","UNDEF","UNDEF",,,"DemandH2marketatWijngaardenconnection","UNDEF","H2","0",0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.00,,,,,,,0,0,0,0,0,0,,
"Per","Natgasdemandbuiltenvironment","D37","existing","UNDEF","2020:2050","UNDEF","UNDEF","UNDEF","UNDEF",,,"Demand_Natgasbuiltenvir","Civilians","Natgas","422",0.00,0.00,0.00,0.00,0.00,0.00,0.50,56.60,"GTS1dd37InternalGas","NULL","UNDEF",,,"GTS1b",0,0,0,0,0,0,,
"Offshorewind","OffshorewindlandingMV","S2","existing","UNDEF","2020:2050","UNDEF","UNDEF","UNDEF","UNDEF",,,"Offshorewindlanding","UNDEF","Electricity","1400",1.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,"OffshorewindsupplymarketS2InternalElectricity","S2TenneT380MV_genInternalElectricity","UNDEF","Offshorewind",,,0,0,0,0,0,0,,
"Offshorewind","OffshorewindlandingSimonsh","S3","existing","UNDEF","2020:2050","UNDEF","UNDEF","UNDEF","UNDEF",,,"Offshorewindlanding","UNDEF","Electricity","0",1.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,"OffshorewindsupplymarketS3InternalElectricity","S3TenneT380Simonsh_genInternalElectricity","UNDEF","Offshorewind",,,0,0,0,0,0,0,,
"MV_B","BaseloaddemandStedinMV","D38","existing","UNDEF","2020:2050","UNDEF","UNDEF","UNDEF","UNDEF",,,"BaseloaddemandStedin","UNDEF","Electricity","220",1.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,"StedinMVd38InternalElectricity","NULL","UNDEF",,,,0,0,0,0,0,0,,
"Eur_B","BaseloaddemandStedinEur","D39","existing","UNDEF","2020:2050","UNDEF","UNDEF","UNDEF","UNDEF",,,"BaseloaddemandStedin","UNDEF","Electricity","261",1.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,"StedinEurd39InternalElectricity","NULL","UNDEF",,,,0,0,0,0,0,0,,
"Botl_B","BaseloaddemandStedinBotl","D40","existing","UNDEF","2020:2050","UNDEF","UNDEF","UNDEF","UNDEF",,,"BaseloaddemandStedin","UNDEF","Electricity","230",1.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,"StedinBotld40InternalElectricity","NULL","UNDEF",,,,0,0,0,0,0,0,,
"Theems_B","BaseloaddemandStedinTheems","D41","existing","UNDEF","2020:2050","UNDEF","UNDEF","UNDEF","UNDEF",,,"BaseloaddemandStedin","UNDEF","Electricity","230",1.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,"StedinTheemsd41InternalElectricity","NULL","UNDEF",,,,0,0,0,0,0,0,,
"Gerbrand_B","BaseloaddemandStedinGerbrand","D42","existing","UNDEF","2020:2050","UNDEF","UNDEF","UNDEF","UNDEF",,,"BaseloaddemandStedin","UNDEF","Electricity","232",1.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,"StedinGerbrandd42InternalElectricity","NULL","UNDEF",,,,0,0,0,0,0,0,,
"Vondel_B","BaseloaddemandStedinVondel","D43","existing","UNDEF","2020:2050","UNDEF","UNDEF","UNDEF","UNDEF",,,"BaseloaddemandStedin","UNDEF","Electricity","157",1.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,"StedinVondeld43InternalElectricity","NULL","UNDEF",,,,0,0,0,0,0,0,,
"MV_B","TenneT380MV_gen","TenneT380MV_gen","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",61165.787,441708.909,"380kVbayTenneT_gen","TenneT","Electricity","6400",1.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,"c3TenneT380MV_genInternalElectricity:c6TenneT380MV_genInternalElectricity:c13TenneT380MV_genInternalElectricity:S2TenneT380MV_genInternalElectricity","TenneT380MV_genTenneT380MV_lineInternalElectricity:TenneT380MV_genTenneT380MV_transInternalElectricity","UNDEF",,,,0,0,0,0,0,0,"380kVbayTenneT_gen","380kV_station"
"MV_B","TenneT380MV_line","TenneT380MV_line","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",61165.787,441708.919,"380kVbayTenneT_line","TenneT","Electricity","11200",1.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,"TenneT380MV_genTenneT380MV_lineInternalElectricity:S4TenneT380MV_lineInternalElectricity","380kVgrid1:380kVgrid2","UNDEF",,,,0,0,0,0,0,0,"380kVbayTenneT_line","380kV_station"
