,,"Data input for Windmaster project: current situation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MV_B","TenneT380MV_trans","TenneT380MV_trans","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",61165.787,441708.929,"380kVbayTenneT_trans","TenneT","Electricity","1000",1.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,"TenneT380MV_genTenneT380MV_transInternalElectricity:TenneT380MV_lineTenneT380MV_transInternalElectricity","150kVgrid1","UNDEF",,,,0,0,0,0,0,0,"380kVbayTenneT_trans","380kV_station"
"Per","TenneT380Simonsh_gen","TenneT380Simonsh_gen","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",77963.696,428255.264,"380kVbayTenneT_gen","TenneT","Electricity","1600",1.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,"S3TenneT380Simonsh_genInternalElectricity:C60TenneT380Simonsh_genInternalElectricity","TenneT380Simonsh_genTenneT380Simonsh_transInternalElectricity:TenneT380Simonsh_genTenneT380Simonsh_lineInternalElectricity","UNDEF",,,,0,0,0,0,0,0,"380kVbayTenneT_gen","380kV_station"
"Per","TenneT380Simonsh_line","TenneT380Simonsh_line","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",77963.696,428255.274,"380kVbayTenneT_line","TenneT","Electricity","11200",1.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,"TenneT380Simonsh_genTenneT380Simonsh_lineInternalElectricity:380kVgrid2","380kVgrid3:TenneT380Simonsh_lineTenneT380Simonsh_trans","UNDEF",,,,0,0,0,0,0,0,"380kVbayTenneT_line","380kV_station"
"Per","TenneT380Simonsh_trans","TenneT380Simonsh_trans","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",77963.696,428255.284,"380kVbayTenneT_trans","TenneT","Electricity","500",1.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,"TenneT380Simonsh_lineTenneT380Simonsh_trans:TenneT380Simonsh_genTenneT380Simonsh_trans","150kVgrid2","UNDEF",,,,0,0,0,0,0,0,"380kVbayTenneT_trans","380kV_station"
"Bleiswijk","TenneT380Bleiswijk_line","TenneT380Bleiswijk_line","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",,,"380kVbayTenneT_line","TenneT","Electricity","12800",1.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,"380kVgrid1:380kVgrid5","380kVgrid4","UNDEF",,,,0,0,0,0,0,0,"380kVbayTenneT_line","380kV_station"
"Krimpen","TenneT380Krimpen_line","TenneT380Krimpen_line","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",,,"380kVbayTenneT_line","TenneT","Electricity","12800",1.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,"380kVgrid6:380kVgrid4:380kVgrid3","TenneT380Krimpen_lineTenneT380Krimpen_transInternalElectricity","UNDEF",,,,0,0,0,0,0,0,"380kVbayTenneT_line","380kV_station"
"Krimpen","TenneT380Krimpen_trans","TenneT380Krimpen_trans","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",,,"380kVbayTenneT_trans","TenneT","Electricity","500",1.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,"TenneT380Krimpen_lineTenneT380Krimpen_transInternalElectricity","150kVgrid3","UNDEF",,,,0,0,0,0,0,0,"380kVbayTenneT_trans","380kV_station"
"RestNL","TenneT380restNL_line","TenneT380restNL_line","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",,,"380kVbayTenneT_line","TenneT","Electricity","3200",1.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,"S5TenneT380restNL_lineInternalElectricity","380kVgrid5:380kVgrid6","UNDEF",,,,0,0,0,0,0,0,"NULL","380kV_station"
"MV_B","TenneT150MV_gen","TenneT150MV_gen","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",61258.942,441784.45,"150kVbayTenneT_gen","TenneT","Electricity","1200",1.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,"c4TenneT150MV_genInternalElectricity:150kVgrid1","TenneT150MV_genTenneT150MV_lineInternalElectricity:TenneT150MV_genTenneT150MV_transInternalElectricity","UNDEF",,,,0,0,0,0,0,0,"150kVbayTenneT_gen","150kV_station"
"MV_B","TenneT150MV_line","TenneT150MV_line","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",61258.942,441786.45,"150kVbayTenneT_line","TenneT","Electricity","600",1.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,"TenneT150MV_genTenneT150MV_lineInternalElectricity","TenneT150MV_lineTenneT150MV_transInternalElectricity:150kVgrid4","UNDEF",,,,0,0,0,0,0,0,"150kVbayTenneT_line","150kV_station"
"MV_B","TenneT150MV_trans","TenneT150MV_trans","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",61258.942,441788.45,"150kVbayTenneT_trans","TenneT","Electricity","300",1.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,"TenneT150MV_lineTenneT150MV_transInternalElectricity:TenneT150MV_genTenneT150MV_transInternalElectricity","TenneT150MV_transStedinMVInternalElectricity","UNDEF",,,,0,0,0,0,0,0,"150kVbayTenneT_trans","150kV_station"
"Eur_A","TenneT150Eur_line","TenneT150Eur_line","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",69636.664,439748.422,"150kVbayTenneT_line","TenneT","Electricity","1200",1.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,"150kVgrid4","150kVgrid5:TenneT150Eur_lineTenneT150Eur_transInternalElectricity:TenneT150Eur_lineTenneT150Eur_custInternalElectricity","UNDEF",,,,0,0,0,0,0,0,"150kVbayTenneT_line","150kV_station"
"Eur_A","TenneT150Eur_trans","TenneT150Eur_trans","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",69636.664,439750.422,"150kVbayTenneT_trans","TenneT","Electricity","300",1.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,"TenneT150Eur_lineTenneT150Eur_transInternalElectricity","TenneT150Eur_transStedinEurInternalElectricity","UNDEF",,,,0,0,0,0,0,0,"150kVbayTenneT_trans","150kV_station"
"Bot_A","TenneT150Botl_gen","TenneT150Botl_gen","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",78755.354,431832.258,"150kVbayTenneT_gen","TenneT","Electricity","600",1,0,0,0,0,0.00,0.73,0.00,"c44TenneT150Botl_genInternalElectricity:c46TenneT150Botl_genInternalElectricity:c52TenneT150Botl_genInternalElectricity:150kVgrid2","TenneT150Botl_genTenneT150Botl_lineInternalElectricity:TenneT150Botl_genTenneT150Botl_transInternalElectricity:TenneT150Botl_genTenneT150Botl_custInternalElectricity","UNDEF",,,,0,0,0,0,0,0,"150kVbayTenneT_gen","150kV_station"
"Bot_A","TenneT150Botl_line","TenneT150Botl_line","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",78755.354,431834.258,"150kVbayTenneT_line","TenneT","Electricity","1200",1,0,0,0,0,0.00,0.73,0.00,"TenneT150Botl_genTenneT150Botl_lineInternalElectricity:150kVgrid5","150kVgrid6:150kVgrid7:150kVgrid8:TenneT150Botl_lineTenneT150Botl_transInternalElectricity:TenneT150Botl_lineTenneT150Botl_custInternalElectricity","UNDEF",,,,0,0,0,0,0,0,"150kVbayTenneT_line","150kV_station"
"Bot_A","TenneT150Botl_trans","TenneT150Botl_trans","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",78755.354,431836.258,"150kVbayTenneT_trans","TenneT","Electricity","300",1,0,0,0,0,0.00,0.73,0.00,"TenneT150Botl_genTenneT150Botl_transInternalElectricity:TenneT150Botl_lineTenneT150Botl_transInternalElectricity","TenneT150Botl_transStedinBotlInternalElectricity","UNDEF",,,,0,0,0,0,0,0,"150kVbayTenneT_trans","150kV_station"
"Bot_A","TenneT150Mersey_gen","TenneT150Mersey_gen","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",78961.674,431777.989,"150kVbayTenneT_gen","TenneT","Electricity","600",1.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,"c29TenneT150Mersey_genInternalElectricity:c30TenneT150Mersey_genInternalElectricity:c36TenneT150Mersey_genInternalElectricity","TenneT150Mersey_genTenneT150Mersey_lineInternalElectricity","UNDEF",,,,0,0,0,0,0,0,"150kVbayTenneT_gen","150kV_station"
"Bot_A","TenneT150Mersey_line","TenneT150Mersey_line","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",78961.674,431779.989,"150kVbayTenneT_line","TenneT","Electricity","200",1.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,"TenneT150Mersey_genTenneT150Mersey_lineInternalElectricity:150kVgrid6","TenneT150Mersey_lineTenneT150Mersey_transInternalElectricity","UNDEF",,,,0,0,0,0,0,0,"150kVbayTenneT_line","150kV_station"
"Bot_A","TenneT150Mersey_trans","TenneT150Mersey_trans","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",78961.674,431781.989,"150kVbayTenneT_trans","TenneT","Electricity","300",1.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,"TenneT150Mersey_lineTenneT150Mersey_transInternalElectricity:TenneT150Mersey_genTenneT150Mersey_transInternalElectricity","TenneT150Mersey_transBotA_MerseyHuntsmanInternalElectricity","UNDEF",,,,0,0,0,0,0,0,"150kVbayTenneT_trans","150kV_station"
"Bot_A","TenneT150Theems_gen","TenneT150Theems_gen","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",76446.061,433527.712,"150kVbayTenneT_gen","TenneT","Electricity","300",1,0,0,0,0,0.00,0.73,0,"c37TenneT150Theems_genInternalElectricity","TenneT150Theems_genTenneT150Theems_lineInternalElectricity:TenneT150Theems_genTenneT150Theems_transInternalElectricity","UNDEF",,,,0,0,0,0,0,0,"150kVbayTenneT_gen","150kV_station"
"Bot_A","TenneT150Theems_line","TenneT150Theems_line","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",76446.061,433529.712,"150kVbayTenneT_line","TenneT","Electricity","200",1,0,0,0,0,0.00,0.73,0,"TenneT150Theems_genTenneT150Theems_lineInternalElectricity:150kVgrid7","TenneT150Theems_lineTenneT150Theems_transInternalElectricity","UNDEF",,,,0,0,0,0,0,0,"150kVbayTenneT_line","150kV_station"
"Bot_A","TenneT150Theems_trans","TenneT150Theems_trans","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",76446.061,433531.712,"150kVbayTenneT_trans","TenneT","Electricity","300",1,0,0,0,0,0.00,0.73,0,"TenneT150Theems_genTenneT150Theems_transInternalElectricity:TenneT150Theems_lineTenneT150Theems_transInternalElectricity","TenneT150Theems_transStedinTheemsInternalElectricity","UNDEF",,,,0,0,0,0,0,0,"150kVbayTenneT_trans","150kV_station"
"Bot_A","TenneT150Gerbrand_gen","TenneT150Gerbrand_gen","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",78387.053,435062.303,"150kVbayTenneT_gen","TenneT","Electricity","300",1,0,0,0,0,0.00,0.73,0.00,"c38TenneT150Gerbrand_genInternalElectricity","TenneT150Gerbrand_genTenneT150Gerbrand_lineInternalElectricity:TenneT150Gerbrand_genTenneT150Gerbrand_transInternalElectricity","UNDEF",,,,0,0,0,0,0,0,"150kVbayTenneT_gen","150kV_station"
"Bot_A","TenneT150Gerbrand_line","TenneT150Gerbrand_line","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",78387.053,435064.303,"150kVbayTenneT_line","TenneT","Electricity","200",1,0,0,0,0,0.00,0.73,0.00,"TenneT150Gerbrand_genTenneT150Gerbrand_lineInternalElectricity:150kVgrid8","TenneT150Gerbrand_lineTenneT150Gerbrand_transInternalElectricity","UNDEF",,,,0,0,0,0,0,0,"150kVbayTenneT_line","150kV_station"
"Bot_A","TenneT150Gerbrand_trans","TenneT150Gerbrand_trans","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",78387.053,435066.303,"150kVbayTenneT_trans","TenneT","Electricity","300",1,0,0,0,0,0.00,0.73,0.00,"TenneT150Gerbrand_genTenneT150Gerbrand_transInternalElectricity:TenneT150Gerbrand_lineTenneT150Gerbrand_transInternalElectricity","TenneT150Gerbrand_transStedinGerbrandInternalElectricity","UNDEF",,,,0,0,0,0,0,0,"150kVbayTenneT_trans","150kV_station"
"Per","TenneT150Waalh_gen","TenneT150Waalh_gen","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",88555.517,433403.029,"150kVbayTenneT_gen","TenneT","Electricity","800",1.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,"c61TenneT150Waalh_genInternalElectricity:150kVgrid3","TenneT150Waalh_genTenneT150Waalh_lineInternalElectricity","UNDEF",,,,0,0,0,0,0,0,"150kVbayTenneT_gen","150kV_station"
"Per","TenneT150Waalh_line","TenneT150Waalh_line","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",88555.517,433423.029,"150kVbayTenneT_line","TenneT","Electricity","800",1.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,"TenneT150Waalh_genTenneT150Waalh_lineInternalElectricity:150kVgrid10","150kVgrid9","UNDEF",,,,0,0,0,0,0,0,"150kVbayTenneT_line","150kV_station"
"Per","TenneT150Vondel_gen","TenneT150Vondel_gen","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",82146.244,433129.772,"150kVbayTenneT_gen","TenneT","Electricity","300",1.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,"c65TenneT150Vondel_genInternalElectricity","TenneT150Vondel_genTenneT150Vondel_lineInternalElectricity:TenneT150Vondel_genTenneT150Vondel_transInternalElectricity","UNDEF",,,,0,0,0,0,0,0,"150kVbayTenneT_gen","150kV_station"
"Per","TenneT150Vondel_line","TenneT150Vondel_line","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",82146.244,433131.792,"150kVbayTenneT_line","TenneT","Electricity","200",1.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,"TenneT150Vondel_genTenneT150Vondel_lineInternalElectricity:150kVgrid9","TenneT150Vondel_lineTenneT150Vondel_transInternalElectricity","UNDEF",,,,0,0,0,0,0,0,"150kVbayTenneT_line","150kV_station"
"Per","TenneT150Vondel_trans","TenneT150Vondel_trans","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",82146.244,433133.812,"150kVbayTenneT_trans","TenneT","Electricity","300",1.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,"TenneT150Vondel_genTenneT150Vondel_transInternalElectricity:TenneT150Vondel_lineTenneT150Vondel_transInternalElectricity","TenneT150Vondel_transStedinVondelInternalElectricity","UNDEF",,,,0,0,0,0,0,0,"150kVbayTenneT_trans","150kV_station"
"Per","TenneT150Geervl_gen","TenneT150Geervl_gen","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",78852.73,431078.925,"150kVbayTenneT_gen","TenneT","Electricity","600",1.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,"c63TenneT150Geervl_genInternalElectricity:c64TenneT150Geervl_genInternalElectricity","TenneT150Geervl_genTenneT150Geervl_lineInternalElectricity","UNDEF",,,,0,0,0,0,0,0,"150kVbayTenneT_gen","150kV_station"
"Per","TenneT150Geervl_line","TenneT150Geervl_line","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",78852.73,431080.925,"150kVbayTenneT_line","TenneT","Electricity","400",1.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,"TenneT150Geervl_genTenneT150Geervl_lineInternalElectricity","150kVgrid10","UNDEF",,,,0,0,0,0,0,0,"150kVbayTenneT_line","150kV_station"
"Eur_A","TenneT150Eur_cust","TenneT150Eur_cust","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",,,"150kVbayTenneT_cust","TenneT","Electricity","300",1.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,"TenneT150Eur_lineTenneT150Eur_custInternalElectricity","TenneT150Eur_custd4InternalElectricity","UNDEF",,,,0,0,0,0,0,0,"150kVbayTenneT_cust","150kV_station"
"Bot_A","TenneT150Botl_cust","TenneT150Botl_cust","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",,,"150kVbayTenneT_cust","TenneT","Electricity","900",1.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,"TenneT150Botl_genTenneT150Botl_custInternalElectricity:TenneT150Botl_lineTenneT150Botl_custInternalElectricity","TenneT150Botl_custd24InternalElectricity:TenneT150Botl_custd25InternalElectricity:TenneT150Botl_custd26InternalElectricity","UNDEF",,,,0,0,0,0,0,0,"150kVbayTenneT_cust","150kV_station"
"market","Coalsupply","Coalsupply","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",,,"Coalsupply","UNDEF","Coal","4130",0,0,0,0,0,0,"0.62",94.60,"NULL","Coalsupplyc3InternalCoal:Coalsupplyc6InternalCoal","UNDEF",,,,1,0,0,0,0,0,,
"market","Refgassupply","Refgassupply","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",,,"Refgassupply","UNDEF","Refgas","4020",0,0,0,0,0,0,0.7,67.00,"NULL","Refgassupplyc8InternalRefgas:Refgassupplyc11InternalRefgas:Refgassupplyc18InternalRefgas:Refgassupplyc21InternalRefgas:Refgassupplyc49InternalRefgas:Refgassupplyc50InternalRefgas:Refgassupplyc51InternalRefgas:Refgassupplyc52InternalRefgas:Refgassupplyc63InternalRefgas:Refgassupplyc67InternalRefgas:Refgassupplyc70InternalRefgas:Refgassupplyc73InternalRefgas","UNDEF",,,,0,1,0,0,0,0,,
"BritNed","SupplyBritNedTenneT","S4","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",,,"BritNed","UNDEF","Electricity","1000",1.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,"NULL","S4TenneT380MV_line","UNDEF",,,,0,0,0,0,0,0,,
"market","Petcokessupply","Petcokessupply","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",,,"Petcokessupply","UNDEF","Petcokes","768",0,0,0,0,0,0,0.7,97.50,"NULL","Petcokessupplyc9InternalPetcokes:Petcokessupplyc12InternalPetcokes:Petcokessupplyc19InternalPetcokes:Petcokessupplyc22InternalPetcokes:Petcokessupplyc64InternalPetcokes:Petcokessupplyc68InternalPetcokes:Petcokessupplyc71InternalPetcokes:Petcokessupplyc74InternalPetcokes","UNDEF",,,,0,0,1,0,0,0,,
"market","Resfuelsupply","Resfuelsupply","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",,,"Resfuelsupply","UNDEF","Resfuel","99",0,0,0,0,0,0,0.91,77.40,"NULL","Resfuelsupplyc40InternalResfuel:Resfuelsupplyc41InternalResfuel:Resfuelsupplyc55InternalResfuel","UNDEF",,,,0,0,0,1,0,0,,
"market","Wastesupply","Wastesupply","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",,,"Wastesupply","UNDEF","Waste","521",0,0,0,0,0,0,0.91,105.30,"NULL","Wastesupplyc38InternalWaste","UNDEF",,,,0,0,0,0,0,1,,
"market","Oilrestsupply","Oilrestsupply","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",,,"Oilrestsupply","UNDEF","Oilrest","783",0,0,0,0,0,0,0.8,77.40,"NULL","Oilrestsupplyc65InternalOilrest","UNDEF",,,,0,0,0,0,1,0,,
"marketRestNL","SupplyelectricityrestNL","S5","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",,,"ElectricitysupplyrestNL","UNDEF","Electricity","1000",1.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,"NULL","S5TenneT380restNL_line","UNDEF",,,,0,0,0,0,0,0,,
"market","Natgassupply","Natgassupply","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",,,"Natgassupply","UNDEF","Natgas","7850",0,0.00,0.00,0.00,0.00,1.00,0.91,56.6,"NULL","NatgassupplyGTS1eInternalGas","UNDEF",,,,0,0,0,0,0,0,,
"market","Ltheatdemandmarket","D44","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",,,"Ltheatmarket","UNDEF","Ltheat","224",0,0,0,1,0,0,0.91,0,"c38d44InternalLtheat","NULL","UNDEF",,,,0,0,0,0,0,0,,
"Geervl_B","BaseloaddemandTenneTGeervl","D45","existing","UNDEF","2020:2050","UNDEF","UNDEF","UNDEF","UNDEF",,,"BaseloaddemandTenneTGeervl","UNDEF","Electricity","300",1.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,"TenneT150Geervl_custd45InternalElectricity","NULL","UNDEF",,,,,,,,,,,
"Waalh_B","BaseloaddemandTenneTWaalh","D46","existing","UNDEF","2020:2050","UNDEF","UNDEF","UNDEF","UNDEF",,,"BaseloaddemandTenneTWaalh","UNDEF","Electricity","600",1.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,"TenneT150Waalh_custd46InternalElectricity","NULL","UNDEF",,,,,,,,,,,
"MV_B","TenneT380MV_cust","TenneT380MV_cust","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",61165.787,441708.919,"380kVbayTenneT_cust","TenneT","Electricity","0",1.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,,"NULL","UNDEF",,,,,,,,,,,
"Per","TenneT380Simonsh_cust","TenneT380Simonsh_cust","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",77963.696,428255.274,"380kVbayTenneT_cust","TenneT","Electricity","0",1.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,,"NULL","UNDEF",,,,,,,,,,,
"Per","TenneT150Geervl_cust","TenneT150Geervl_cust","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",78852.73,431080.925,"150kVbayTenneT_cust","TenneT","Electricity","300",1.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,"TenneT150Geervl_lineTenneT150Geervl_custInternalElectricity","TenneT150Geervl_custd45InternalElectricity","UNDEF",,,,,,,,,,,
"Per","TenneT150Waalh_cust","TenneT150Waalh_cust","existing","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF","UNDEF",88555.517,433423.029,"150kVbayTenneT_cust","TenneT","Electricity","300",1.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,"TenneT150Waalh_lineTenneT150Waalh_custInternalElectricity","TenneT150Waalh_custd46InternalElectricity","UNDEF",,,,,,,,,,,
"Bot_A","BaseloaddemandBotA_MerseyHuntsman","D47","existing","UNDEF","2020:2050","UNDEF","UNDEF","UNDEF","UNDEF",,,"BaseloaddemandStedin","Stedin","Electricity","200",1.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,"BotA_MerseyHuntsmand47InternalElectricity","NULL","UNDEF",,,,,,,,,,,
